,name,platform,director,casting,rating,원제,제작 연도,장르,국가,연령 등급,내용,채널
1283,부부의 세계,"['왓챠', '넷플릭스', '디즈니+', '티빙']",[],"['김희애', '박해준', '한소희', '박선영', '김영민', '채국희']",4.0,부부의 세계,2020,스릴러/드라마/TV드라마,한국,청소년 관람불가,"피 한방울 섞이지 않은 두 사람이 가족이란 울타리를 만들어 서로의 인생을 섞어 공유하는 그 이름. 

부부. 

이토록 숭고한 인연이 ‘사랑’이라는 약한 고리로부터 기인한다는 것. 곱씹을수록 간담 서늘하다. 사랑은 무한하지도 불변하지도 않기 때문이다. 부부의 연을 맺으며 우리는 약속했었다. 너만을 사랑하겠노라고. 그러나, 약속은 버려졌고, 사랑은 배신당했다. 배신으로 시작된 증오 그리고 이어지는 서로를 향한 복수. 복수에는 응분 대가가 따르는 법. 복수란 상대뿐 아니라 자신까지 파괴하는 것이란 걸 알아야만 했다. 

나 하나 부서지는 것쯤이야 기꺼이 감내할 수 있었다. 허나, 가장 소중한 것까지 잃게 될 줄은 몰랐다. 상대를 파괴할 만큼 증오한다는 것은 사랑의 또 다른 형태. 이것은 죽을힘을 다해 서로의 목을 조이는 치열한 사랑에 관한 이야기이다.",JTBC
1284,사랑의 불시착,"['넷플릭스', '티빙']","['이정효', '이정효', '이정효']","['손예진', '현빈', '서지혜', '김정현', '오만석', '김영민']",3.7,사랑의 불시착,2019,로맨스/드라마/TV드라마,한국,15세 관람가,어느 날 돌풍과 함께 패러글라이딩 사고로 북한에 불시착한 재벌 상속녀 윤세리와 그녀를 숨기고 지키다 사랑하게 되는 특급 장교 리정혁의 절대 극비 러브스토리.,tvN
1285,괴물사변,"['왓챠', '넷플릭스']","['후지모리 마사야', '후지모리 마사야', '후지모리 마사야', '후지모리 마사야']","['후지와라 나츠미', '스와베 준이치', '이시다 아키라', '하나에 나츠키', '무라세 아유무', '오노 다이스케']",4.1,怪物事変,2021,애니메이션/액션/판타지/미스터리/모험,일본,15세 관람가,조용한 시골 마을에서 가축들이 연달아 변사하는 기묘한 사건을 해결하기 위해 도쿄에서 온 주인공이 신기한 분위기의 마을 소년과 만나며 시작되는 이야기,TOKYO MX
1286,진격의 거인 3기 Part 1,"['왓챠', '넷플릭스', '티빙']","['아라키 테츠로', '코이즈카 마사시', '아라키 테츠로', '코이즈카 마사시']","['카지 유우키', '이시카와 유이', '이노우에 마리나', '타니야마 키쇼', '시마무라 유', '코바야시 유']",4.5,進撃の巨人,2018,애니메이션/판타지/액션,일본,청소년 관람불가,"거인을 둘러싼 의문은 쌓여만 가고, 엘렌을 비롯한 104기 병사들이 포함된 새로운 체제의 리바이반이 구성된다. 그리고 본격적으로 움직이기 시작한 그들의 앞을 가장 강한 최악의 적이 가로막는다.",Aniplus
1287,진격의 거인 2기,"['왓챠', '넷플릭스', '티빙']","['아라키 테츠로', '코이즈카 마사시', '아라키 테츠로', '코이즈카 마사시', '아라키 테츠로', '코이즈카 마사시']","['카지 유우키', '이시카와 유이', '이노우에 마리나', '타니야마 키쇼', '시마무라 유', '코바야시 유']",4.3,進撃の巨人,2017,스릴러/공포/애니메이션/액션,일본,청소년 관람불가,갑자기 나타난 초대형 거인에 의해 외벽이 부서지면서 벌어지는 다양한 일상과 인간의 복수극을 그린 애니메이션,TOKYO MX
1288,월간순정 노자키 군,"['왓챠', '넷플릭스', '티빙']",[],"['나카무라 유이치', '오자와 아리', '오카모토 노부히코', '오노 유우키', '키무라 료헤이', '나카하라 마이']",4.1,月刊少女野崎くん,2014,애니메이션/코미디/로맨스,일본,15세 관람가,노자키를 좋아해왔던 사쿠라는 용기를 내서 자신의 마음을 고백한다. 그러나 사쿠라의 말의 의미를 잘못 받아들인 노자키는 자신의 필명이 적힌 사인을 선물하고 어시스턴트로서 그녀를 집으로 데려오는데...,TV Tokyo
1289,민왕,['웨이브'],"['키무라 히사시', '모토하시 케이타', '키무라 히사시', '모토하시 케이타', '키무라 히사시', '모토하시 케이타']","['엔도 켄이치', '스다 마사키', '모토카리야 유이카', '강지영', '타카하시 잇세이', '카네다 아키오']",3.8,民王,2015,드라마/TV드라마,일본,15세 관람가,"임기 중도에 정권을 포기하는 한심한 총리를 2회 연속 배출한 민정당의 지지율은 사상 최악으로 떨어진 상태. 이런 위기 상황에서 총리에 입후보한 무토 타이잔은 정당 지도자인 시로야마 의원의 힘을 빌려 드디어 총리가 되는데, 그 기쁨을 채 누리지도 못하고 어떤 계기로 인해 아들과 몸이 바뀌어 버리고 만다. 그런데 공교롭게도 그 아들은 대학생이면서 한자조차 제대로 읽을 줄 모르는 바보였는데...!",TV Asahi
1290,나기의 휴식,"['왓챠', '웨이브']",[],"['쿠로키 하루', '타카하시 잇세이', '나카무라 토모야', '이치카와 미카코', '타키우치 쿠미', '오오츠카 치히로']",4.0,凪のお暇,2019,코미디/드라마/로맨스/TV드라마,일본,15세 관람가,줄곧 남의 눈치만 살피며 타인에게 맞추며 살았던 주인공이 어느 날 과호흡으로 쓰러진 것을 계기로 새로운 인생을 살기 위해 고군분투하는 이야기,TBS
1291,후르츠 바스켓,,[],"['호리에 유이', '히사카와 아야', '세키 토모카즈', '오키아유 료타로', '이마이 유카', '야스하라 레이코']",3.8,フルーツバスケット,2001,애니메이션/코미디/드라마,일본,15세 관람가,"엄마를 잃고 할아버지 댁에 살게 된 수정은 할아버지 집마저 공사를 하는 바람에 혼자서 텐트 생활을 해나간다. 그러던 어느 날, 그런 수정의 모습을 같은 반 반장 유진이 목격하고, 수정의 사정 얘길 들은 유진은 수정을 자신의 집에 머물게 해준다. 그런데, 한 남자애가 찾아와 유진에게 싸움을 거는데, 수정이 그걸 말리는 과정에서 갑자기 남자애는 고양이로 변신, 게다가 유진과 시오마저 쥐와 개로 변신을 하는데…",TV Tokyo
1292,아홉수 소년,['티빙'],[],"['최로운', '육성재', '김영광', '오정세', '이채미', '박초롱']",3.5,아홉수 소년,2014,로맨틱 코미디/TV드라마,한국,15세 관람가,"아홉수에 빠진 9살, 19살, 29살, 39살로 이뤄진 한지붕 네 남자들의 일과 사랑을 그린 로맨스 드라마.",tvN
1293,구여친클럽,['티빙'],[],"['송지효', '변요한', '이윤지', '장지은', '화영', '조정치']",3.1,구여친클럽,2015,TV드라마,한국,15세 관람가,인기 웹툰 작가 방명수(변요한 분)와 명수의 구여친들의 이야기가 담긴 웹툰을 영화화하게 된 영화 프로듀서 김수진(송지효 분)이 벌이는 코믹 로맨스 극,tvN
1294,CSI: 뉴욕 시즌 1,"['왓챠', '티빙']","['데란 사라피안', '팀 헌터', '에밀리오 에스테베즈', '롭 베일리', '노르베토 바르바', '데란 사라피안', '팀 헌터', '에밀리오 에스테베즈', '롭 베일리', '노르베토 바르바', '에밀리오 에스테베즈', '롭 베일리', '노르베토 바르바', '데이빗 폰 앤켄', '두안 클락', '알렉스 자크르제프스키', '스콧 라우타넨', '데이빗 그로스먼', '케빈 브레이', '스콧 라우타넨', '데이빗 그로스먼', '케빈 브레이', '그레그 야타네스', '카렌 가비올라', '델루치 다니엘', '그레그 야타네스', '카렌 가비올라', '델루치 다니엘', '넬슨 맥코믹', '조 채플']","['게리 시나이즈', '멜리나 카나카레데스', '에디 카힐', '카마인 지오비나조', '힐 하퍼', '바네사 펄리토']",4.1,CSI: NY,2004,액션/범죄/드라마/TV드라마,"캐나다,미국",15세 관람가,CSI의 스핀오프 시리즈로 고도의 법의학 기술을 활용하여 뉴욕의 범죄를 해결하는 과학수사대의 활약을 그린 드라마,CBS
1295,장난스런 키스 1,"['왓챠', '웨이브', '티빙']",[],"['정원창', '임의신', '왕동성', '허위녕', '조영화', '장영정']",3.9,惡作劇之吻,2005,로맨틱 코미디/틴에이저/TV드라마,대만,15세 관람가,여고생 샹친은 2년동안 즈수를 짝사랑하다가 고백을 하지만 거절당한다. 그 후 샹친의 집이 지진으로 무너지자 아버지의 친구 아저씨의 집에서 신세를 지게되는데 그 집이 즈수의 집이었다...,CTV
1296,나의 눈부신 친구 시즌 3,['왓챠'],[],"['마르게리타 마추코', '가이아 지라체', '엘리사 델 제니오', '루도비카 나스티', '프란체스코 세르피코', '지오반니 아무라']",4.3,L'amica geniale,2022,드라마/시대극/TV드라마,미국,15세 관람가,"격동하는 시대, 뒤바뀐 삶 
그리고 떠나간 자와 머무른 자 

평온한 삶을 등지고 어린 아들과 함께 남편을 떠난 릴라는 열악한 공장에서 일하며 힘든 시기를 보낸다. 반면, 마을을 떠나 공부하던 레누는 성공적인 작가가 되고, 결혼과 함께 안락하고 풍요로운 세계로 접어든다. 혁명이 꿈틀대는 1970년대, 각기 다른 위치에서 인생의 새로운 분기점을 맞게 된 두 사람. 여전히 서로를 사랑하고 질투하는 두 친구는 격변의 시기를 보내는데…",HBO
1297,1883,['티빙'],"['벤 리차드슨', '크리스티나 A. 보로스', '테일러 쉐리던', '벤 리차드슨', '크리스티나 A. 보로스', '테일러 쉐리던', '벤 리차드슨', '크리스티나 A. 보로스', '테일러 쉐리던', '벤 리차드슨', '크리스티나 A. 보로스', '테일러 쉐리던']","['샘 엘리엇', '팀 맥그로우', '페이스 힐', '이사벨 메이', '라모니카 가렛', '어디 릭']",4.1,1883,2021,드라마/서부극/TV드라마,미국,15세 관람가,"""옐로우스톤"" 그 이전의 이야기 서부로 가기 위한 목숨을 건 위대한 여정

서부 개척시대 아메리카 대륙, 지독한 가난에서 벗어나기 위해 약속의 땅 몬타나로 향하는 ′더튼′ 가의 목숨을 건 위대한 여정이 시작된다.",Paramount+
1298,별순검 시즌3,['웨이브'],[],"['정호빈', '오민석', '민지아', '성지루', '이두일', '이재은']",3.7,별순검,2010,TV드라마,한국,15세 관람가,"<별순검 시즌3>은 재난, 테러, 유괴, 인질극, 괴수 어드벤쳐, 잠입 액션 등 좀더 특화된 장르적 소재와 이야기의 규모로 시즌 1, 2와의 차별화를 꾀한다. 현대적 인물의 감정을 내포한 모던한 수사관의 캐릭터에 더하여 현대 과학수사의 방법(범죄 심리, 범인의 심리분석을 통한 프로파일링 등)을 강화시켜, 현대의 최첨단 수사기법을 조선으로 옮겨놓은 듯한 신선한 재미와 범인을 쫓기 위한 수사관들의 파워풀한 두뇌게임을 보여준다.",MBC Dramanet
1299,별순검 시즌2,['웨이브'],"['김병수', '김병수', '김병수', '김병수']","['이종혁', '박광현', '이청아', '박원상', '장영남', '한수연']",3.7,별순검,2008,TV드라마,한국,15세 관람가,"1897년 대한제국 선포 이후를 배경으로 한 범죄 수사극으로 아관파천에서 돌아 온 고종은 광무개혁을 시행함으로서 근대화에 박차를 가하게 된다. 따라서 이 시기에 대한제국이 추구하는 새로운 가치들은 국민들에게 그 어느 때 보다 큰 정체성, 자주성의 혼란을 불러일으켰다. 별순검 시즌2는 '잃어버린 시간'을 드라마적 상상력으로 채워 넣어 죽은 자들의 이야기를 통해 그 시대 개인들의 삶을 좌우하는 시대의 흐름이 어떻게 흘러갔는지 보여준다.",MBC Dramanet
1300,모던 러브 시즌 1,,[],"['앤 해서웨이', '티나 페이', '데브 파텔', '존 슬래터리', '브랜든 빅터 딕슨', '캐서린 키너']",3.9,Modern Love,2019,코미디/로맨스/TV드라마,미국,,뉴욕 타임즈의 칼럼을 기반으로 만들어진 사랑과 관계에 대한 드라마,Amazon Prime Video
1301,플리백 시즌 2,,[],"['피비 월러-브리지', '션 클리포드', '앤드류 스콧', '올리비아 콜맨', '빌 패터슨', '브렛 겔맨']",4.4,Fleabag,2019,코미디/드라마/TV드라마,영국,,런던에서 현대적인 생활을 탐색하는 젊은 여성의 이야기,BBC Three
1302,플리백 시즌 1,,"['팀 커크비', '팀 커크비', '팀 커크비', '팀 커크비']","['피비 월러-브리지', '션 클리포드', '올리비아 콜맨', '제니 레인스포드', '빌 패터슨', '브렛 겔맨']",4.0,Fleabag,2016,드라마/코미디/TV드라마,영국,,런던에서 현대적인 생활을 탐색하는 젊은 여성의 이야기,BBC Three
1303,날씨가 좋으면 찾아가겠어요,"['넷플릭스', '티빙']",[],"['박민영', '서강준', '문정희', '이재욱', '김환희', '남기애']",3.7,날씨가 좋으면 찾아가겠어요,2020,로맨스/드라마/TV드라마,한국,15세 관람가,"서울 생활에 지쳐 북현리로 내려간 해원이, 독립 서점을 운영하는 은섭을 다시 만나게 되며 펼쳐지는 가슴 따뜻한 힐링 로맨스.",JTBC
1304,머니게임,['티빙'],[],"['고수', '이성민', '심은경', '유태오', '최덕문', '최병모']",3.7,머니게임,2020,드라마/미스터리/TV드라마,한국,,대한민국의 운명이 걸린 최악의 금융 스캔들 속에서 국가적 비극을 막으려는 이들의 숨가쁜 사투와 첨예한 신념의 대립을 그린 드라마,tvN
1305,센스8 시즌 3,['넷플릭스'],"['라나 워쇼스키', '라나 워쇼스키', '라나 워쇼스키', '라나 워쇼스키']","['투펜스 미들턴', '브라이언 J. 스미스', '배두나', '프리마 애지먼', '막스 리멜트', '알폰소 에레라']",4.0,Sense8,2018,SF/드라마/미스터리/TV드라마,미국,청소년 관람불가,서로 다른 문화와 언어를 가진 8명의 사람들이 어느 날 갑자기 텔레파시로 정신이 연결되고 생명을 위협하는 의문의 조직과 맞서게 되는 SF 판타지 드라마,Netflix
1306,센스8 시즌 2,['넷플릭스'],[],"['투펜스 미들턴', '브라이언 J. 스미스', '배두나', '프리마 애지먼', '막스 리멜트', '알폰소 에레라']",4.0,Sense8,2017,SF/미스터리/드라마/TV드라마,미국,청소년 관람불가,서로 다른 문화와 언어를 가진 8명의 사람들이 어느 날 갑자기 텔레파시로 정신이 연결되고 생명을 위협하는 의문의 조직과 맞서게 되는 SF 판타지 드라마,Netflix
1307,센스8 시즌 1,['넷플릭스'],[],"['나빈 앤드류스', '나빈 앤드류스', '프리마 애지먼', '사라 손', '맥스웰 젠킨스', '나빈 앤드류스']",3.7,Sense8,2015,SF/미스터리/드라마/TV드라마,미국,청소년 관람불가,세계 8개 도시의 다른 문화와 다른 언어를 가진 8명 주인공이 텔레파시로 문제를 해결하는 이야기,Netflix
